Ac_No,Age,Years of Experience,Number of Vehicles,Gender,Married,Losses in Thousands,Defaulter_Flag
117438,63,45,3,F,Single,400.6438918,1
155552,49,30,3,M,Single,761.7817369,1
126530,41,24,3,M,Single,542.0815196,1
110055,45,28,3,F,Single,379.5054224,1
150407,27,7,3,F,Single,497.6672225,1
163552,18,1,3,M,Married,1223.990411,1
139777,18,0,3,F,Married,563.2612593,1
155835,68,47,3,F,Single,131.2580644,0
129766,41,21,3,F,Single,416.4597065,1
197903,49,28,3,F,Married,285.6855511,0
110944,23,5,3,M,Married,543.1251437,1
186288,25,6,3,M,Single,489.9412642,1
126236,64,44,3,M,Single,68.35890723,0
145934,36,16,3,F,Single,325.0640194,1
133561,20,1,3,M,Single,633.366832,1
119896,66,46,3,F,Married,84.04800903,0
101944,60,43,3,F,Married,195.6874702,0
116562,66,46,3,M,Married,339.2291573,1
158825,68,47,3,M,Married,365.6197951,1
159482,57,39,3,F,Married,156.0504168,0
170332,25,7,3,F,Married,230.4548282,0
169935,69,49,3,M,Single,63.63810066,0
199435,26,9,3,F,Married,299.7132474,0
179725,43,25,3,F,Married,308.9086909,1
177322,47,27,3,F,Single,333.8327365,1
165934,48,31,3,F,Married,300.5180508,1
198585,29,8,3,F,Single,649.4023528,1
137338,70,51,3,M,Married,55.57032626,0
128224,67,47,3,M,Single,130.1853094,0
138061,47,26,3,F,Married,141.5556972,0
120710,61,40,3,M,Married,136.0925644,0
109235,20,2,3,M,Married,524.4369489,1
171975,18,0,3,M,Single,1042.184386,1
144363,20,1,3,M,Married,528.2847155,1
147654,22,5,3,F,Single,587.0766576,1
119817,65,46,3,F,Single,107.2822308,0
118811,40,22,3,M,Married,326.8109742,1
104256,64,43,3,M,Married,179.7186989,0
122078,61,41,3,M,Married,292.4699695,0
168792,18,0,3,F,Single,550.7666379,1
161127,41,22,3,M,Married,388.1827446,1
191324,60,43,3,M,Married,301.6186751,1
125251,69,49,3,F,Married,64.74424852,0
115306,18,0,3,M,Single,675.2355254,1
138437,60,40,3,F,Single,121.2487356,0
160147,39,19,3,F,Married,567.6042812,1
190811,69,52,3,F,Single,214.7374509,0
198440,53,32,3,M,Married,346.6276954,1
156399,52,33,3,M,Single,173.524937,0
147780,31,12,3,F,Married,474.8034165,1
158579,38,21,3,M,Married,343.9203845,1
166606,60,41,3,M,Married,36.38635058,0
107832,67,48,3,F,Married,171.4715648,0
118463,60,41,3,M,Single,43.7963994,0
166178,37,18,3,F,Married,212.7409458,0
166193,59,40,3,F,Married,304.4177007,1
117402,33,16,3,M,Married,529.1670493,1
149037,67,50,3,F,Married,35.27560523,0
192834,69,50,3,F,Single,326.3812098,1
199576,46,29,3,M,Married,407.2148587,1
106602,24,6,3,F,Single,503.5861299,1
158191,40,21,3,F,Married,335.8491238,1
162373,23,6,3,F,Married,286.2937389,0
190492,42,21,3,F,Married,329.7768065,1
121475,26,8,3,M,Married,495.1714825,1
132128,63,44,3,M,Single,62.61394395,0
125046,29,11,3,M,Married,484.3687625,1
126999,58,38,3,M,Single,463.7408875,1
162791,19,1,3,F,Married,107.0444896,0
139621,62,45,3,F,Married,598.3740899,1
177610,68,50,3,F,Single,133.0597403,0
127089,66,48,3,F,Married,287.4060986,0
180076,64,45,3,M,Single,401.7687185,1
150125,29,12,3,F,Married,323.5461564,1
159261,26,7,3,F,Single,778.5660349,1
127185,68,47,3,M,Married,330.2103463,1
133108,39,21,3,M,Single,512.1963882,1
115671,27,10,3,F,Married,295.489609,0
163510,33,16,3,M,Single,391.3119538,1
150568,52,32,3,F,Single,373.460559,1
180649,56,38,3,F,Single,238.1997447,0
123231,46,26,3,M,Married,353.723634,1
191504,39,18,3,F,Married,145.1942492,0
117061,66,46,3,F,Single,296.3598008,0
120320,57,37,3,M,Married,379.8931437,1
140673,69,51,3,M,Single,42.80605723,0
181297,21,4,3,F,Married,284.1389726,0
170647,30,12,3,M,Single,139.0305861,0
117800,52,33,3,F,Single,471.9688196,1
121991,20,1,3,M,Married,323.9178715,1
131109,16,0,3,M,Married,602.4458911,1
188954,23,4,3,F,Single,295.918131,0
119795,20,2,3,M,Single,1027.202169,1
103992,63,46,3,F,Single,201.4868881,0
128372,40,19,3,M,Married,224.7668654,0
160684,23,5,3,F,Single,724.8890803,1
120064,65,48,3,M,Married,252.0520392,0
147395,18,0,3,F,Single,668.5541986,1
158970,67,50,3,F,Married,119.8880277,0
149342,37,17,3,M,Single,770.947188,1
113291,39,18,3,F,Single,426.3535978,1
178339,62,45,3,M,Married,176.3626753,0
104333,18,0,3,F,Married,233.2470049,0
164569,37,18,3,F,Single,162.4271008,0
153249,30,9,3,M,Single,414.750865,1
170854,47,28,3,F,Married,335.2523398,1
154310,16,0,3,M,Single,611.1097232,1
196029,19,1,3,M,Single,302.6470886,1
198272,69,50,3,M,Single,311.3562258,1
141730,25,7,3,F,Single,425.4141837,1
107070,61,40,3,F,Single,111.6639866,0
162350,39,19,3,M,Single,262.6699139,0
103993,45,26,3,M,Single,421.8538011,1
187121,16,0,3,F,Married,370.8454307,1
118965,28,7,3,M,Married,139.7018171,0
171806,19,1,3,M,Single,1005.151383,1
120095,24,7,3,F,Single,357.8838995,1
122484,25,8,3,F,Single,561.1434278,1
196490,68,49,3,F,Married,300.1130519,1
194747,42,22,3,F,Single,506.4480532,1
176191,56,38,3,M,Married,529.4150257,1
192780,19,0,3,M,Single,941.5145186,1
177832,61,44,3,F,Married,73.97578093,0
193076,37,19,3,M,Married,522.3375633,1
166710,51,30,3,M,Single,433.7248915,1
193391,57,40,3,M,Single,248.332043,0
164136,35,17,3,M,Married,324.578445,1
134244,31,12,3,F,Single,377.4174984,1
121389,57,40,3,M,Single,600.294342,1
114899,68,51,3,M,Single,626.0416517,1
175900,20,2,3,F,Married,473.9554607,1
101867,29,12,3,F,Single,440.450693,1
112477,63,46,3,M,Single,291.7045386,0
146345,55,38,3,M,Married,235.6211136,0
166365,20,2,3,M,Married,539.7603865,1
148852,60,43,3,M,Single,297.5778166,0
186068,25,6,3,M,Married,538.4290782,1
176289,39,18,3,F,Single,349.6626186,1
160244,16,0,3,F,Married,359.1024007,1
105716,20,1,3,F,Married,349.2639569,1
197045,19,1,3,F,Married,203.0366103,0
120176,23,4,3,F,Married,260.7172564,0
160012,19,0,3,M,Married,367.4541349,1
123806,65,44,3,M,Single,300.5896711,1
158330,20,2,3,F,Married,390.052406,1
163370,66,47,3,M,Married,77.83166638,0
129154,30,11,3,F,Married,334.384651,1
177272,56,37,3,M,Married,141.8416532,0
180084,41,20,3,F,Married,356.2079068,1
125858,24,7,3,F,Married,368.9330034,1
137028,58,40,3,F,Married,290.8758858,0
186379,20,3,3,F,Married,232.2478375,0
112639,16,0,3,M,Single,1048.423276,1
123100,66,45,3,F,Married,200.6430165,0
115431,17,0,3,M,Single,910.6919164,1
148089,18,1,3,F,Married,402.0429849,1
163456,50,30,3,M,Single,528.6100455,1
167987,22,5,3,M,Married,412.02684,1
167968,19,2,3,M,Married,542.1328336,1
142363,61,43,3,F,Married,132.2840456,0
134604,31,10,3,F,Married,361.8274396,1
114704,27,6,3,F,Single,427.4058448,1
178671,69,48,3,M,Married,61.37332962,0
188098,48,27,3,F,Married,342.9730674,1
160997,69,52,3,M,Married,368.4782178,1
197114,53,32,3,M,Single,436.8340804,1
117139,67,47,3,F,Married,87.39936221,0
100438,23,4,3,M,Single,637.9966337,1
140592,21,4,3,M,Married,162.0895478,0
118231,68,48,3,M,Married,184.9239301,0
185503,20,1,3,F,Single,1485.928765,1
142715,22,3,3,M,Single,744.2801501,1
179079,23,4,3,M,Single,879.2732699,1
130414,23,4,3,F,Single,588.7309849,1
158651,61,41,3,F,Married,17.28856652,0
178567,57,40,3,M,Married,471.3671809,1
199733,28,7,3,F,Married,308.6392806,1
161476,49,29,3,F,Single,251.875814,0
132638,51,33,3,F,Single,437.0706614,1
192686,17,0,3,F,Married,405.9392526,1
115225,60,41,3,M,Single,173.8695025,0
107664,23,4,3,F,Single,1288.521549,1
119004,19,2,3,F,Married,395.4681364,1
193630,39,21,3,F,Single,450.7779733,1
199250,69,51,3,M,Single,155.5790104,0
175272,57,36,3,M,Single,405.2483994,1
153800,63,45,3,F,Single,17.63866433,0
121330,21,4,3,M,Single,421.0218123,1
181229,23,6,3,M,Married,343.7103014,1
126352,56,38,3,F,Single,370.9666912,1
167186,16,0,3,M,Single,460.9485643,1
129160,43,24,3,F,Single,237.6068066,0
109988,54,37,3,M,Married,369.2756122,1
160434,60,39,3,M,Single,273.1819312,0
144467,30,12,3,M,Single,517.1248229,1
188589,16,0,3,M,Single,435.2293799,1
186431,25,8,3,F,Married,196.8324535,0
185379,27,6,3,F,Single,345.3647249,1
168411,67,46,3,M,Single,823.0331624,1
109600,69,51,3,F,Married,62.97042879,0
157869,70,51,3,M,Single,578.8589413,1
101465,25,7,3,M,Single,510.5356987,1
127394,53,33,3,M,Single,631.9767168,1
185332,60,40,3,F,Single,124.6380942,0
120661,36,16,3,F,Married,369.8083673,1
174724,65,48,3,F,Single,236.0982174,0
142903,35,16,3,F,Single,656.4117222,1
175723,19,2,3,M,Married,529.3968674,1
144191,22,5,3,M,Single,536.8686847,1
175302,49,31,3,F,Single,405.2084152,1
189905,39,20,3,F,Single,592.1448618,1
169764,60,41,3,M,Single,135.4107831,0
172367,20,3,3,F,Single,528.9670284,1
118368,21,3,3,F,Single,344.6144448,1
132798,65,45,3,F,Married,120.0809037,0
144036,63,45,3,M,Married,63.73827093,0
118859,62,45,3,M,Married,265.9944631,0
194966,50,30,3,M,Single,168.7528974,0
169513,60,39,3,F,Single,206.2727154,0
124833,17,0,3,M,Single,631.9304981,1
161998,23,5,3,M,Married,1250.233231,1
180493,27,7,3,F,Married,317.5787319,1
184374,43,23,3,F,Married,314.6065556,1
104390,26,6,3,M,Married,435.0296062,1
162258,64,47,3,M,Single,134.4716114,0
126066,19,0,3,M,Single,972.4744963,1
167995,66,47,3,F,Married,443.2798699,1
173726,62,44,3,F,Married,315.6520505,1
159204,42,22,3,M,Single,439.3203039,1
113768,62,44,3,M,Married,337.990563,1
115989,21,3,3,F,Single,201.296301,0
102548,16,0,3,F,Single,491.1764037,1
178047,60,39,3,M,Single,195.5953374,0
139239,18,1,3,F,Married,176.4416255,0
196691,64,44,3,F,Married,182.3851447,0
132591,19,1,3,F,Single,187.3398595,0
114187,40,23,3,F,Married,344.8632529,1
173340,18,0,3,M,Married,465.0447898,1
120966,26,6,3,M,Married,654.5872932,1
143428,65,46,3,F,Married,268.4666895,0
113553,61,42,3,F,Single,184.6753971,0
118544,35,16,3,F,Married,177.7262584,0
154782,46,26,3,F,Single,706.0207451,1
114668,69,52,3,M,Married,235.5001354,0
196944,38,20,3,F,Married,639.6023552,1
145086,23,6,3,F,Single,686.2576642,1
135206,63,44,3,F,Single,131.3811093,0
121273,64,44,3,F,Married,285.3769127,0
158519,37,16,3,F,Married,408.0070168,1
152831,54,33,3,F,Married,282.1229567,0
104324,48,27,3,M,Married,422.7622226,1
111488,58,39,3,M,Married,712.510153,1
109730,46,28,3,M,Single,488.755678,1
125320,38,19,3,M,Single,397.9303009,1
109702,68,51,3,F,Married,173.74814,0
103401,29,9,3,F,Single,179.6450386,0
162298,68,50,3,F,Single,439.728919,1
185788,16,0,3,M,Single,772.7090627,1
198256,20,2,3,F,Single,793.0381979,1
126888,63,43,3,M,Married,259.2207378,0
129345,67,48,3,M,Married,185.2837875,0
178767,47,27,3,F,Single,375.7721751,1
130198,60,40,3,M,Single,27.84268659,0
130691,44,24,3,M,Single,412.0016654,1
171217,67,47,3,M,Married,86.3034625,0
130784,40,20,3,M,Married,359.8486765,1
174126,29,9,3,F,Single,425.0698045,1
186589,69,48,3,M,Married,33.46665127,0
191124,57,38,3,F,Married,301.8101255,1
171325,70,52,3,M,Married,272.2354176,0
149532,37,20,3,M,Single,225.0169511,0
101265,50,33,3,M,Single,474.5715389,1
188660,21,3,3,M,Married,622.7737057,1
113022,64,47,3,M,Single,150.8323571,0
143383,44,25,3,F,Married,329.4730403,1
142009,19,1,3,M,Married,371.6416025,1
111781,33,15,3,M,Married,305.2700497,1
182982,30,11,3,F,Married,443.4162487,1
160928,19,1,3,F,Married,121.7661902,0
116821,47,26,3,F,Married,573.1388359,1
164194,43,25,3,M,Single,426.7671338,1
109661,46,27,3,M,Married,156.0179153,0
146319,24,7,3,F,Married,294.4125223,0
105475,39,21,3,F,Single,425.9032742,1
130225,16,0,3,F,Single,749.016163,1
128448,45,28,3,M,Married,421.442929,1
176193,68,48,3,M,Single,115.4222858,0
155044,20,1,3,F,Single,494.6590334,1
183489,39,20,3,M,Married,554.14553,1
123415,38,21,3,M,Single,511.628823,1
188975,68,48,3,F,Single,567.0247191,1
176805,22,5,3,F,Married,598.9419665,1
160156,37,16,3,M,Married,392.7113111,1
101168,19,0,3,F,Married,407.9717447,1
125133,43,23,3,F,Single,360.5060028,1
115723,67,50,3,M,Single,42.57792575,0
182472,67,49,3,M,Single,97.36663877,0
100144,55,37,3,F,Married,137.0154322,0
167948,65,45,3,M,Single,483.5479476,1
162370,37,17,3,F,Married,333.1410952,1
139078,42,21,3,F,Single,391.8918127,1
103308,68,50,3,F,Married,31.03608979,0
193973,60,43,3,F,Married,26.29789532,0
125307,20,1,3,F,Married,289.8156293,0
117630,67,50,3,M,Single,79.30935632,0
187257,43,26,3,F,Married,224.7339429,0
155600,16,0,3,F,Single,726.9696083,1
191287,67,50,3,M,Single,228.4207208,0
138104,60,39,3,M,Married,207.6820103,0
107387,37,17,3,F,Married,328.3563071,1
120277,16,0,3,M,Married,173.687322,0
200454,21,3,3,M,Single,1308.787234,1
124862,43,23,3,F,Married,503.3990749,1
111842,17,0,3,M,Married,325.9654039,1
193236,28,11,3,F,Single,441.2911224,1
196341,26,6,3,M,Married,617.847154,1
139159,67,46,3,M,Married,105.2584553,0
130663,32,13,3,M,Married,375.1443978,1
133667,38,19,3,F,Single,359.1562356,1
173137,17,0,3,M,Married,606.1284445,1
104541,67,49,3,F,Married,135.3421608,0
198848,30,11,3,M,Married,488.0595669,1
180452,35,15,3,M,Married,358.4898649,1
129000,43,25,3,M,Married,407.6469385,1
155860,23,5,3,F,Single,768.8229896,1
190048,66,48,3,F,Single,413.5438916,1
130671,35,18,3,M,Single,417.8506231,1
173617,18,0,3,M,Married,727.3539675,1
161149,70,50,3,M,Single,174.5025078,0
116936,24,6,3,F,Single,164.5682304,0
119594,67,48,3,M,Single,412.6374818,1
109874,62,45,3,M,Married,138.6518271,0
109770,28,8,3,F,Married,143.0281647,0
149230,24,6,3,M,Single,938.1062322,1
192260,20,1,3,F,Single,644.2999437,1
185318,21,3,3,F,Single,592.2506615,1
172317,40,23,3,M,Married,318.7812044,1
141586,66,46,3,F,Married,149.0157461,0
109655,46,29,3,M,Single,279.3767853,0
129224,67,48,3,F,Married,37.76313019,0
161208,16,0,3,F,Single,676.7684721,1
128446,23,4,3,F,Single,525.2903006,1
103512,38,18,3,F,Single,195.2299201,0
174988,22,4,3,F,Married,377.0783636,1
105871,41,24,3,F,Single,241.1847367,0
145490,67,46,3,M,Single,251.5984868,0
143969,56,35,3,F,Married,318.6977928,1
142899,17,0,3,F,Married,289.7260717,0
186300,65,47,3,F,Single,71.59925919,0
138096,44,24,3,F,Single,516.8704031,1
158147,69,48,3,M,Married,69.48465591,0
133226,17,0,3,M,Married,202.1994123,0
101129,25,8,3,M,Single,733.0506137,1
114755,63,44,3,M,Married,565.874036,1
186226,64,43,3,M,Married,36.06111866,0
136575,61,41,3,F,Married,178.1435445,0
119841,26,6,3,M,Single,997.4067386,1
180770,25,8,3,M,Married,152.287053,0
135659,43,26,3,M,Single,453.6746323,1
176644,65,46,3,F,Married,321.4443002,1
166556,22,3,3,M,Married,681.5196725,1
125573,68,47,3,F,Married,333.1090304,1
102188,31,10,3,F,Single,418.6217458,1
163334,67,48,3,F,Single,76.70863982,0
106051,34,14,3,F,Married,325.3502316,1
102064,68,48,3,F,Single,342.5345692,1
110193,43,22,3,M,Married,354.4434427,1
188867,37,20,3,F,Married,309.4043147,1
198857,60,41,3,M,Married,61.70621631,0
174985,69,48,3,M,Single,158.6079375,0
161533,62,45,3,F,Single,32.05340234,0
162308,61,41,3,M,Married,459.0270451,1
158623,23,6,3,F,Single,526.9840446,1
153364,16,0,3,M,Married,188.002546,0
138282,48,31,3,M,Single,430.5422419,1
139998,22,3,3,M,Married,556.4574225,1
151577,70,53,3,F,Single,235.0819294,0
170443,56,38,3,M,Single,581.1573171,1
129428,36,15,3,F,Married,345.3383377,1
156978,66,47,3,M,Married,315.7652576,1
149674,69,48,3,M,Single,786.1841411,1
177612,25,6,3,F,Single,397.3137631,1
126084,60,43,3,M,Married,102.1563167,0
135275,17,0,3,F,Married,380.029545,1
165218,23,6,3,M,Married,223.2843328,0
155088,22,5,3,F,Married,296.5688334,0
172894,65,46,3,F,Married,247.0818669,0
135391,18,0,3,F,Married,145.0555247,0
151308,17,0,3,F,Single,282.841367,0
187532,38,19,3,M,Married,312.0402091,1
132734,42,25,3,M,Single,166.9423064,0
146768,24,7,3,M,Single,1067.514121,1
131442,64,45,3,F,Single,482.3919225,1
108351,59,38,3,F,Single,407.63027,1
178760,70,50,3,M,Single,611.5310237,1
185083,61,41,3,M,Married,103.8177576,0
156955,25,8,3,M,Single,1041.094865,1
181395,38,20,3,F,Single,355.9446692,1
165851,28,8,3,M,Single,425.4738051,1
123563,49,31,3,F,Married,309.5785738,1
197492,55,34,3,F,Married,324.5377282,1
198874,70,50,3,M,Single,693.584713,1
194432,56,38,3,M,Married,160.0331819,0
188161,46,27,3,M,Single,380.3042296,1
131251,48,29,3,F,Single,495.4474053,1
147621,35,18,3,M,Married,640.8854143,1
157165,19,0,3,M,Single,837.7497832,1
130129,51,34,3,F,Single,343.8319521,1
102951,39,19,3,M,Married,378.2457592,1
166349,58,37,3,F,Single,237.0564788,0
173912,16,0,3,M,Married,328.7653044,1
141113,55,35,3,F,Single,248.7568834,0
192464,66,47,3,M,Married,170.2748571,0
128479,46,25,3,M,Single,185.0649027,0
126954,42,25,3,M,Single,406.4183598,1
165134,41,24,3,M,Married,376.6615546,1
122945,65,44,3,F,Married,53.71707444,0
134071,43,23,3,M,Married,282.9321492,0
102379,61,40,3,F,Married,259.3614327,0
132808,24,7,3,F,Married,228.3200078,0
165395,21,2,3,F,Married,113.9149167,0
144031,25,8,3,F,Married,295.5071185,0
115473,24,5,3,M,Married,137.6009186,0
197165,28,10,3,M,Single,450.1408952,1
167838,60,43,3,F,Single,465.5372033,1
198734,21,2,3,F,Single,526.4212626,1
143791,62,44,3,M,Married,198.4064948,0
125378,18,0,3,F,Single,247.3580636,0
173734,16,0,3,M,Single,549.6470562,1
120073,23,4,3,M,Single,695.4005572,1
105522,63,42,3,F,Single,638.9009768,1
175822,67,48,3,F,Single,74.85602416,0
192598,50,32,3,F,Single,262.2647694,0
150150,69,48,3,F,Single,58.73057119,0
131883,68,51,3,M,Single,198.9315602,0
125273,61,43,3,M,Single,472.7858557,1
167003,25,6,3,M,Married,586.1389841,1
168046,29,10,3,F,Married,250.1315134,0
192647,34,13,3,F,Married,317.1596852,1
143877,37,18,3,F,Single,625.0330082,1
139432,68,50,3,M,Single,233.8172637,0
179961,56,35,3,F,Married,316.5688739,1
100804,19,0,3,M,Single,658.4688237,1
137341,19,2,3,F,Married,273.4011244,0
139932,39,19,3,M,Single,495.4356608,1
193428,60,42,3,M,Single,405.6595645,1
184428,43,24,3,M,Married,414.133462,1
166933,17,0,3,F,Single,677.3899567,1
177941,65,44,3,M,Married,17.59097452,0
189640,62,44,3,F,Married,494.0244144,1
136489,43,22,3,M,Married,411.0143991,1
178887,50,32,3,M,Married,702.1098017,1
102417,25,7,3,F,Married,108.7571924,0
179235,23,6,3,M,Single,470.6802469,1
126289,16,0,3,F,Single,733.0239691,1
173900,68,51,3,F,Single,417.8022104,1
194758,18,0,3,M,Married,1156.541639,1
143346,54,37,3,M,Married,343.5739111,1
182836,30,13,3,F,Married,379.0646862,1
132753,63,42,3,M,Married,116.2992582,0
190968,16,0,3,M,Single,1044.619269,1
182881,19,2,3,F,Single,506.3021724,1
175548,51,30,3,M,Married,367.9464285,1
172044,65,46,3,F,Married,260.8163845,0
138422,17,0,3,M,Single,356.0351485,1
186389,40,23,3,M,Married,395.1167029,1
191931,43,22,3,F,Married,391.2692388,1
120580,41,20,3,F,Married,336.5769978,1
152880,44,25,3,F,Single,529.9217527,1
163114,63,42,3,M,Married,177.7387364,0
138549,38,17,3,M,Single,342.7787276,1
165045,58,41,3,M,Single,481.3387811,1
114377,40,21,3,M,Married,355.4171396,1
155067,39,21,3,M,Married,390.4654393,1
146076,41,23,3,M,Married,355.8288778,1
128749,16,0,3,F,Married,103.5901994,0
111615,32,11,3,M,Single,437.5326073,1
122612,17,0,3,M,Single,619.9914755,1
155439,46,29,3,F,Married,309.8248095,1
112869,19,0,3,M,Married,642.1196909,1
103655,18,1,3,M,Married,243.8487109,0
152587,36,17,3,M,Married,533.1888339,1
173531,28,10,3,F,Married,315.4713089,1
130536,43,23,3,F,Married,358.0178007,1
173041,19,2,3,F,Married,137.17354,0
130340,18,0,3,F,Single,582.1070541,1
199207,56,39,3,F,Single,270.8012223,0
154520,25,7,3,F,Single,356.2680382,1
138615,48,27,3,M,Single,807.3712285,1
132839,27,9,3,F,Single,470.2704766,1
136928,20,3,3,F,Married,461.6107734,1
186031,16,0,3,M,Married,1501.75855,1
139411,20,1,3,M,Married,642.0558506,1
155691,17,0,3,F,Married,333.9574544,1
144265,59,42,3,M,Married,217.0481069,0
130514,38,21,3,F,Married,213.2050793,0
187002,21,2,3,M,Single,470.4019604,1
145034,60,43,3,M,Married,25.42452485,0
164701,55,37,3,F,Single,376.6515652,1
165188,36,15,3,F,Married,319.5458609,1
141656,20,2,3,M,Single,673.1513223,1
163130,60,42,3,M,Married,78.04625637,0
155349,24,7,3,F,Married,475.6342245,1
162740,59,38,3,F,Married,331.1771662,1
109252,22,4,3,F,Single,281.2414019,0
155225,37,19,3,F,Single,353.5884154,1
138021,56,36,3,F,Single,672.7048885,1
147729,24,6,3,F,Married,363.089954,1
167515,24,6,3,M,Single,387.8124404,1
143584,43,25,3,F,Single,309.590637,1
123977,25,7,3,M,Single,367.9006858,1
175107,54,37,3,M,Single,539.986628,1
177609,61,43,3,M,Single,249.735638,0
132675,29,10,3,F,Single,410.903145,1
139299,65,48,3,M,Single,362.2361244,1
191403,45,28,3,F,Married,545.857869,1
